Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0001969,Male,No,3+,Graduate,No,9493,513,44.0,360.0,1.0,Semiurban
LP0001970,Male,No,0,Graduate,No,9129,7122,104.0,360.0,1.0,Semiurban
LP0001971,Male,Yes,3+,Graduate,No,5139,1254,295.0,360.0,1.0,Semiurban
LP0001972,Male,Yes,0,Graduate,No,23660,5136,104.0,480.0,,Semiurban
LP0001973,Male,No,0,Graduate,No,1577,5615,163.0,360.0,1.0,Semiurban
LP0001974,Male,No,1,Not Graduate,No,10338,4007,98.0,360.0,1.0,Semiurban
LP0001975,Male,Yes,1,Graduate,No,2602,2354,74.0,180.0,1.0,Urban
LP0001976,Female,No,0,Graduate,No,24983,4465,480.0,360.0,0.0,Rural
LP0001977,Male,Yes,0,Graduate,No,18131,1495,232.0,360.0,1.0,Semiurban
LP0001978,Female,Yes,0,Not Graduate,No,4792,5580,294.0,360.0,1.0,Semiurban
LP0001979,Male,No,1,Graduate,No,19034,6171,455.0,360.0,1.0,Urban
LP0001980,Male,Yes,3+,Graduate,Yes,15876,4985,49.0,360.0,1.0,Rural
LP0001981,Male,Yes,2,Graduate,Yes,11630,3629,429.0,360.0,0.0,Urban
LP0001982,Male,Yes,0,Not Graduate,No,6499,6782,419.0,360.0,1.0,Semiurban
LP0001983,Male,Yes,nan,Graduate,No,12941,8406,281.0,360.0,1.0,Semiurban
LP0001984,Male,Yes,1,Not Graduate,No,11821,7013,414.0,240.0,0.0,Urban
LP0001985,Male,Yes,2,Graduate,No,2909,3632,126.0,360.0,,Semiurban
LP0001986,Male,No,1,Graduate,No,9184,3773,98.0,480.0,1.0,Rural
LP0001987,Male,No,nan,Graduate,No,10024,5386,244.0,360.0,0.0,Rural
LP0001988,Male,Yes,2,Not Graduate,No,20227,5612,271.0,360.0,0.0,Semiurban
LP0001989,Male,Yes,0,Graduate,No,24806,5995,377.0,360.0,1.0,Urban
LP0001990,Female,No,0,Not Graduate,No,14499,1754,277.0,360.0,1.0,Rural
LP0001991,Male,No,1,Graduate,No,23590,6140,36.0,360.0,1.0,Urban
LP0001992,Male,Yes,1,Graduate,No,3317,8995,425.0,360.0,1.0,Urban
LP0001993,Female,Yes,1,Graduate,No,8509,9824,241.0,360.0,1.0,Rural
LP0001994,Male,Yes,0,Graduate,No,20429,7189,131.0,360.0,1.0,Urban
LP0001995,nan,Yes,0,Graduate,Yes,5748,6349,396.0,360.0,1.0,Semiurban
LP0001996,Male,Yes,1,Not Graduate,No,22323,5196,450.0,360.0,1.0,Semiurban
LP0001997,Female,No,2,Graduate,No,15568,9670,548.0,360.0,0.0,Rural
LP0001998,Male,No,2,Graduate,No,5711,1573,389.0,240.0,1.0,Semiurban
LP0001999,Female,No,0,Graduate,No,5497,1600,241.0,360.0,1.0,Urban
LP0002000,Male,Yes,0,Graduate,No,16900,9696,250.0,,1.0,Urban
LP0002001,Male,No,0,Not Graduate,Yes,9795,9045,434.0,360.0,1.0,Semiurban
LP0002002,Male,Yes,0,Not Graduate,nan,20179,6294,362.0,360.0,1.0,Semiurban
LP0002003,Male,Yes,0,Graduate,No,10678,4459,508.0,360.0,1.0,Semiurban
LP0002004,Male,No,2,Graduate,No,22925,2382,89.0,360.0,0.0,Rural
LP0002005,Male,Yes,3+,Not Graduate,No,18247,2334,172.0,360.0,1.0,Urban
LP0002006,Female,Yes,0,Graduate,No,17125,2971,287.0,360.0,1.0,Rural
LP0002007,Male,Yes,1,Not Graduate,No,19293,6569,79.0,480.0,1.0,Semiurban
LP0002008,Female,No,2,Graduate,Yes,6483,800,445.0,360.0,1.0,Urban
LP0002009,Male,Yes,3+,Graduate,No,2726,4502,423.0,360.0,1.0,Rural
LP0002010,nan,No,3+,Graduate,Yes,4945,2395,96.0,360.0,1.0,Rural
LP0002011,Female,No,0,Graduate,Yes,17829,6287,148.0,360.0,1.0,Semiurban
LP0002012,Male,No,0,Not Graduate,No,12788,420,522.0,360.0,1.0,Rural
LP0002013,Female,Yes,0,Graduate,No,7619,5508,104.0,360.0,1.0,Semiurban
LP0002014,Female,Yes,1,Graduate,No,2464,6378,538.0,360.0,1.0,Urban
LP0002015,Male,Yes,2,Not Graduate,No,3313,650,185.0,360.0,0.0,Semiurban
LP0002016,Male,Yes,0,Graduate,No,13216,4875,546.0,360.0,1.0,Rural
LP0002017,Male,No,3+,Graduate,No,11750,6420,122.0,240.0,1.0,Semiurban
LP0002018,Female,Yes,0,Graduate,No,2784,6545,372.0,360.0,0.0,Urban
LP0002019,Male,No,nan,Graduate,Yes,24545,3360,517.0,360.0,1.0,Semiurban
LP0002020,Male,Yes,0,Graduate,No,23275,2708,42.0,360.0,1.0,Urban
LP0002021,Male,No,0,Graduate,No,4307,9625,463.0,360.0,1.0,Semiurban
LP0002022,Male,Yes,0,Graduate,No,15881,2535,82.0,360.0,1.0,Semiurban
LP0002023,Female,Yes,0,Graduate,nan,2035,3106,114.0,180.0,1.0,Rural
LP0002024,nan,No,2,Graduate,No,18137,5182,108.0,360.0,0.0,Urban
LP0002025,Male,Yes,0,Graduate,No,20775,5233,517.0,360.0,0.0,Semiurban
LP0002026,Male,Yes,2,Graduate,No,24962,2420,118.0,360.0,1.0,Semiurban
LP0002027,Male,Yes,0,Graduate,No,11489,9078,341.0,180.0,,Urban
LP0002028,Male,Yes,0,Graduate,nan,7378,9363,423.0,360.0,1.0,Rural
LP0002029,Male,No,2,Graduate,Yes,6084,6462,255.0,360.0,1.0,Semiurban
LP0002030,Male,No,3+,Graduate,nan,21067,4712,384.0,120.0,,Semiurban
LP0002031,Male,Yes,0,Not Graduate,No,1604,242,465.0,360.0,1.0,Semiurban
LP0002032,Male,Yes,3+,Graduate,No,18111,907,281.0,,1.0,Urban
LP0002033,Male,No,1,Graduate,No,9092,543,276.0,360.0,1.0,Rural
LP0002034,Male,No,0,Graduate,No,24515,6762,167.0,360.0,1.0,Semiurban
LP0002035,Female,No,2,Graduate,Yes,19913,303,126.0,360.0,1.0,Semiurban
LP0002036,Male,No,0,Not Graduate,No,18336,7421,499.0,360.0,1.0,Urban
LP0002037,Male,Yes,0,Graduate,No,12619,7543,,360.0,1.0,Urban
LP0002038,Female,Yes,1,Graduate,Yes,19094,9402,325.0,360.0,1.0,Rural
LP0002039,Male,Yes,0,Graduate,nan,3454,5395,204.0,360.0,1.0,Semiurban
LP0002040,Male,Yes,0,Graduate,No,8990,9060,285.0,360.0,1.0,Semiurban
LP0002041,Male,No,0,Graduate,No,4910,6948,157.0,360.0,1.0,Urban
LP0002042,Male,Yes,2,Not Graduate,No,9774,1575,87.0,360.0,1.0,Semiurban
LP0002043,Female,No,1,Graduate,No,18716,118,449.0,360.0,1.0,Urban
LP0002044,Male,Yes,0,Graduate,No,12081,5052,549.0,360.0,1.0,Rural
LP0002045,Male,No,3+,Graduate,No,1646,9783,384.0,120.0,1.0,Semiurban
LP0002046,Male,Yes,0,Not Graduate,No,20266,203,424.0,360.0,0.0,Urban
LP0002047,Male,Yes,2,Graduate,No,24820,2565,331.0,180.0,1.0,Rural
LP0002048,nan,Yes,3+,Not Graduate,No,20610,557,453.0,360.0,0.0,Urban
LP0002049,Female,No,2,Graduate,No,15579,3702,242.0,360.0,1.0,Urban
LP0002050,Male,Yes,0,Not Graduate,No,20154,8546,205.0,360.0,0.0,Urban
LP0002051,Male,No,1,Not Graduate,No,6201,3154,464.0,360.0,1.0,Rural
LP0002052,Male,Yes,0,Graduate,No,13436,1174,398.0,360.0,1.0,Urban
LP0002053,Male,Yes,1,Graduate,No,14251,2161,186.0,360.0,1.0,Semiurban
LP0002054,Male,No,0,Graduate,No,16259,9791,187.0,360.0,1.0,Semiurban
LP0002055,Male,Yes,0,Graduate,No,22839,8799,487.0,360.0,1.0,Rural
LP0002056,Male,Yes,0,Graduate,No,17529,5291,384.0,360.0,,Semiurban
LP0002057,Female,Yes,0,Graduate,No,11297,8202,153.0,360.0,1.0,Semiurban
LP0002058,Male,No,1,Graduate,No,10373,9795,460.0,360.0,1.0,Rural
LP0002059,Male,Yes,3+,Graduate,No,18281,8508,62.0,360.0,,Semiurban
LP0002060,Male,Yes,0,Graduate,No,15231,2635,165.0,180.0,1.0,Semiurban
LP0002061,Female,Yes,0,Not Graduate,No,19350,3639,263.0,360.0,1.0,Rural
LP0002062,Female,Yes,0,Graduate,No,1940,4786,,360.0,1.0,Rural
LP0002063,Male,Yes,1,Graduate,No,11543,4158,480.0,360.0,0.0,Semiurban
LP0002064,Male,No,0,Graduate,No,22970,4105,180.0,360.0,1.0,Rural
LP0002065,Female,No,0,Graduate,No,6185,3031,383.0,240.0,1.0,Urban
LP0002066,Male,Yes,0,Graduate,No,2491,3971,121.0,360.0,1.0,Rural
LP0002067,Male,No,2,Not Graduate,No,9114,4332,364.0,180.0,1.0,Urban
LP0002068,nan,No,0,Graduate,No,12684,1140,160.0,360.0,0.0,Urban
LP0002069,Female,No,0,Graduate,No,11420,3906,79.0,360.0,1.0,Urban
LP0002070,Male,Yes,1,Graduate,No,8524,8431,133.0,360.0,1.0,Urban
LP0002071,Male,Yes,0,Graduate,No,20580,2433,450.0,360.0,1.0,Urban
LP0002072,Male,No,0,Graduate,nan,18027,1640,292.0,360.0,1.0,Urban
LP0002073,Male,Yes,0,Graduate,No,13310,169,214.0,480.0,1.0,Semiurban
LP0002074,Female,Yes,3+,Graduate,nan,10021,1808,56.0,360.0,1.0,Semiurban
LP0002075,Male,No,0,Graduate,No,2283,8612,365.0,360.0,1.0,Semiurban
LP0002076,Female,Yes,0,Graduate,No,4732,1046,72.0,360.0,1.0,Semiurban
LP0002077,Male,Yes,0,Graduate,No,24334,3284,463.0,360.0,1.0,Urban
LP0002078,Male,Yes,3+,Graduate,No,17176,3230,157.0,180.0,1.0,Semiurban
LP0002079,Male,No,0,Not Graduate,No,16426,2281,118.0,360.0,1.0,Rural
LP0002080,Male,Yes,1,Graduate,No,20758,8665,542.0,360.0,1.0,Semiurban
LP0002081,Male,No,2,Graduate,No,16291,4576,364.0,360.0,0.0,Urban
LP0002082,Male,Yes,nan,Graduate,No,19935,4873,60.0,360.0,1.0,Urban
LP0002083,Male,Yes,2,Not Graduate,No,5063,6963,70.0,360.0,1.0,Rural
LP0002084,Male,Yes,0,Not Graduate,No,11101,4414,397.0,360.0,,Urban
LP0002085,Male,Yes,0,Not Graduate,No,6100,2485,125.0,360.0,1.0,Urban
LP0002086,Male,Yes,0,Graduate,No,1685,637,57.0,360.0,1.0,Urban
LP0002087,Male,Yes,1,Not Graduate,nan,8513,6705,244.0,360.0,1.0,Urban
LP0002088,Male,No,2,Not Graduate,No,13602,5696,439.0,360.0,1.0,Urban
LP0002089,Male,Yes,2,Graduate,No,10996,7211,75.0,360.0,,Rural
LP0002090,Male,Yes,0,Not Graduate,No,11350,6907,516.0,360.0,1.0,Urban
LP0002091,Male,Yes,2,Not Graduate,No,15645,6355,159.0,360.0,1.0,Semiurban
LP0002092,Male,No,3+,Not Graduate,Yes,5365,2977,232.0,360.0,1.0,Urban
LP0002093,Male,Yes,3+,Not Graduate,No,20671,9743,163.0,360.0,,Urban
LP0002094,Female,Yes,2,Not Graduate,No,20939,701,280.0,360.0,1.0,Urban
LP0002095,Male,No,1,Not Graduate,No,12101,3071,113.0,360.0,1.0,Urban
LP0002096,Male,Yes,0,Graduate,No,11922,8918,429.0,480.0,,Rural
LP0002097,Male,Yes,0,Not Graduate,No,19849,2624,279.0,360.0,1.0,Rural
LP0002098,Female,Yes,0,Graduate,No,15480,8141,290.0,360.0,1.0,Rural
LP0002099,Male,No,0,Graduate,No,24213,2672,74.0,360.0,,Urban
LP0002100,Male,Yes,0,Not Graduate,No,21350,3109,99.0,360.0,1.0,Urban
LP0002101,Male,Yes,1,Graduate,No,5232,889,470.0,360.0,0.0,Semiurban
LP0002102,Male,No,1,Not Graduate,No,20959,8967,478.0,360.0,0.0,Urban
LP0002103,nan,Yes,0,Graduate,No,21280,3871,352.0,360.0,1.0,Urban
LP0002104,Female,No,0,Graduate,No,10481,1575,114.0,360.0,0.0,Semiurban
LP0002105,Male,Yes,0,Graduate,Yes,4425,9921,343.0,180.0,0.0,Urban
LP0002106,Female,Yes,0,Graduate,No,4930,2170,455.0,360.0,0.0,Urban
LP0002107,Male,Yes,0,Graduate,No,8673,7194,261.0,360.0,1.0,Semiurban
LP0002108,Male,Yes,nan,Graduate,No,19881,1709,79.0,360.0,1.0,Semiurban
LP0002109,Male,No,0,Graduate,Yes,23665,8194,199.0,360.0,1.0,Urban
LP0002110,Male,Yes,0,Graduate,No,24811,7484,308.0,360.0,1.0,Urban
LP0002111,Male,Yes,0,Graduate,No,19899,4032,162.0,360.0,1.0,Rural
LP0002112,Male,No,1,Graduate,Yes,24191,4240,160.0,360.0,1.0,Urban
LP0002113,Male,Yes,1,Graduate,No,4237,7577,75.0,360.0,1.0,Semiurban
LP0002114,Female,No,0,Graduate,No,2210,1308,504.0,360.0,1.0,Rural
LP0002115,nan,No,3+,Graduate,No,6194,7346,502.0,360.0,1.0,Urban
LP0002116,Male,No,2,Graduate,No,2702,5162,461.0,360.0,1.0,Rural
LP0002117,Male,No,0,Graduate,No,17449,9415,79.0,360.0,1.0,Semiurban
LP0002118,Female,Yes,0,Graduate,No,12810,5243,211.0,360.0,1.0,Urban
LP0002119,Female,No,0,Not Graduate,No,17296,6978,471.0,360.0,1.0,Semiurban
LP0002120,Male,No,0,Graduate,Yes,20933,6968,438.0,360.0,1.0,Urban
LP0002121,Male,No,2,Graduate,No,14452,9269,182.0,360.0,1.0,Urban
LP0002122,Male,Yes,0,Graduate,No,9054,8110,283.0,,1.0,Semiurban
LP0002123,Male,No,0,Graduate,nan,13544,9317,435.0,,1.0,Semiurban
LP0002124,nan,No,0,Graduate,No,13390,4631,522.0,360.0,1.0,Urban
LP0002125,Male,No,0,Graduate,No,9744,6754,527.0,360.0,,Urban
LP0002126,Female,Yes,3+,Not Graduate,No,16670,4903,179.0,360.0,1.0,Rural
LP0002127,Male,Yes,0,Graduate,Yes,2810,4252,388.0,360.0,1.0,Semiurban
LP0002128,nan,No,0,Graduate,No,19290,7175,338.0,360.0,0.0,Urban
LP0002129,Male,Yes,1,Graduate,No,21969,6602,372.0,240.0,1.0,Semiurban
LP0002130,Male,Yes,0,Graduate,No,6174,1295,290.0,360.0,1.0,Semiurban
LP0002131,Male,No,0,Graduate,No,23340,1914,531.0,120.0,1.0,Semiurban
LP0002132,Male,Yes,0,Not Graduate,No,6802,4512,116.0,360.0,0.0,Rural
LP0002133,Male,Yes,0,Graduate,No,21405,6463,514.0,360.0,0.0,Urban
LP0002134,Male,Yes,0,Graduate,No,16228,1278,282.0,360.0,,Urban
LP0002135,Male,Yes,0,Graduate,nan,19192,1180,413.0,360.0,1.0,Urban
LP0002136,Male,Yes,0,Graduate,nan,23166,5424,161.0,360.0,1.0,Rural
LP0002137,Male,Yes,1,Graduate,No,23999,2052,210.0,360.0,1.0,Rural
LP0002138,Male,Yes,0,Graduate,No,17022,6871,136.0,360.0,1.0,Semiurban
LP0002139,Male,Yes,3+,Not Graduate,Yes,3853,9652,499.0,360.0,0.0,Semiurban
LP0002140,Female,No,0,Graduate,No,13561,1579,531.0,360.0,0.0,Semiurban
LP0002141,Male,Yes,2,Not Graduate,No,3064,2559,480.0,180.0,1.0,Semiurban
LP0002142,Female,Yes,2,Graduate,Yes,18292,4677,489.0,360.0,1.0,Semiurban
LP0002143,Male,Yes,0,Graduate,No,2598,6554,,360.0,1.0,Rural
LP0002144,Male,No,2,Not Graduate,Yes,23316,3682,123.0,360.0,1.0,Rural
LP0002145,Male,No,2,Graduate,No,17995,8757,471.0,360.0,1.0,Urban
LP0002146,Male,Yes,0,Graduate,Yes,19155,9416,503.0,360.0,1.0,Rural
LP0002147,Male,Yes,nan,Graduate,No,23822,6525,67.0,240.0,1.0,Urban
LP0002148,Male,Yes,0,Not Graduate,No,4383,6934,368.0,360.0,1.0,Rural
LP0002149,Male,No,0,Graduate,No,8535,9814,368.0,360.0,1.0,Urban
LP0002150,Male,Yes,2,Not Graduate,Yes,8401,1325,165.0,120.0,1.0,Urban
LP0002151,Male,Yes,0,Graduate,No,3175,6758,489.0,360.0,1.0,Rural
LP0002152,Male,No,2,Graduate,No,8123,7470,91.0,360.0,1.0,Rural
LP0002153,Male,No,3+,Graduate,No,18208,1500,435.0,180.0,1.0,Semiurban
LP0002154,Male,Yes,3+,Not Graduate,No,5573,6458,535.0,360.0,1.0,Urban
LP0002155,Male,nan,0,Graduate,Yes,5326,1537,54.0,360.0,1.0,Rural
LP0002156,Male,Yes,nan,Graduate,No,24512,6185,307.0,240.0,1.0,Rural
LP0002157,Male,No,0,Graduate,No,16256,3082,156.0,360.0,,Semiurban
LP0002158,Male,Yes,0,Graduate,No,19316,212,89.0,360.0,1.0,Urban
LP0002159,Male,Yes,0,Graduate,No,7455,176,539.0,120.0,1.0,Urban
LP0002160,Male,No,1,Graduate,No,23411,2084,546.0,360.0,1.0,Semiurban
LP0002161,Male,Yes,0,Graduate,No,15965,3032,411.0,360.0,1.0,Rural
LP0002162,Male,Yes,1,Graduate,No,11518,5808,521.0,360.0,0.0,Urban
LP0002163,Male,Yes,0,Not Graduate,Yes,10840,7426,459.0,360.0,1.0,Urban
LP0002164,Male,Yes,0,Graduate,No,9443,9153,344.0,360.0,1.0,Rural
LP0002165,Male,Yes,3+,Graduate,No,21668,986,479.0,360.0,1.0,Rural
LP0002166,Male,No,0,Not Graduate,No,22263,4256,151.0,360.0,1.0,Urban
LP0002167,Female,Yes,0,Graduate,No,16023,4094,301.0,360.0,1.0,Semiurban
LP0002168,Male,Yes,2,Graduate,No,24465,2961,231.0,360.0,0.0,Semiurban
LP0002169,Male,Yes,0,Graduate,No,7513,1222,493.0,360.0,1.0,Semiurban
LP0002170,Male,Yes,2,Graduate,No,2371,6691,480.0,360.0,1.0,Urban
LP0002171,Male,Yes,0,Graduate,No,13285,3989,431.0,360.0,1.0,Urban
LP0002172,Female,Yes,0,Graduate,Yes,14816,7454,163.0,360.0,0.0,Semiurban
LP0002173,Male,Yes,0,Graduate,No,24403,5951,147.0,360.0,1.0,Semiurban
LP0002174,nan,Yes,0,Graduate,No,11914,1396,445.0,,1.0,Rural
LP0002175,Male,No,1,Graduate,No,17103,1844,367.0,360.0,1.0,Urban
LP0002176,Male,Yes,0,Graduate,No,12126,7093,284.0,360.0,1.0,Urban
LP0002177,Male,Yes,3+,Graduate,No,6202,6368,64.0,360.0,1.0,Urban
LP0002178,Male,Yes,0,Not Graduate,No,17885,6086,234.0,360.0,1.0,Urban
LP0002179,Male,No,0,Graduate,No,12200,2879,377.0,480.0,1.0,Rural
LP0002180,Male,Yes,2,Graduate,Yes,17463,6573,405.0,,1.0,Semiurban
LP0002181,Male,No,1,Graduate,No,15891,2217,329.0,120.0,1.0,Rural
LP0002182,Female,Yes,2,Not Graduate,No,8391,2333,309.0,360.0,1.0,Rural
LP0002183,Male,Yes,1,Graduate,No,22377,3094,250.0,360.0,1.0,Urban
LP0002184,Male,No,0,Graduate,No,18480,4875,345.0,360.0,1.0,Semiurban
LP0002185,Male,No,1,Graduate,No,24919,8795,318.0,120.0,1.0,Semiurban
LP0002186,Male,Yes,0,Not Graduate,No,24401,9054,328.0,360.0,1.0,Semiurban
LP0002187,Male,Yes,0,Graduate,No,3289,8314,442.0,360.0,,Semiurban
LP0002188,Male,Yes,3+,Graduate,No,21688,6758,481.0,360.0,,Urban
LP0002189,Male,No,0,Graduate,No,11476,1295,370.0,480.0,1.0,Urban
LP0002190,Male,No,1,Graduate,No,12761,9373,520.0,180.0,1.0,Urban
LP0002191,Male,Yes,0,Not Graduate,No,5566,2627,414.0,180.0,1.0,Semiurban
LP0002192,Male,Yes,0,Not Graduate,No,6410,7456,407.0,360.0,1.0,Urban
LP0002193,Female,Yes,0,Graduate,No,7151,864,514.0,360.0,1.0,Urban
LP0002194,Male,Yes,1,Not Graduate,No,3671,1742,347.0,360.0,0.0,Rural
LP0002195,Male,Yes,0,Graduate,No,14445,5657,371.0,360.0,0.0,Urban
LP0002196,Male,No,0,Not Graduate,No,15146,7804,503.0,240.0,1.0,Semiurban
LP0002197,Female,Yes,2,Graduate,No,22552,4621,129.0,360.0,1.0,Rural
LP0002198,Male,Yes,0,Graduate,No,15956,5816,523.0,180.0,1.0,Urban
LP0002199,Male,Yes,0,Not Graduate,No,7335,5774,222.0,360.0,1.0,Urban
LP0002200,Male,Yes,2,Not Graduate,No,10208,9921,96.0,360.0,,Rural
LP0002201,Male,Yes,3+,Not Graduate,No,18197,2063,466.0,360.0,1.0,Rural
LP0002202,Female,Yes,0,Graduate,No,19244,2340,424.0,360.0,1.0,Rural
LP0002203,Male,Yes,3+,Graduate,No,20008,4256,544.0,360.0,1.0,Semiurban
LP0002204,Male,No,0,Graduate,nan,2327,3329,67.0,360.0,1.0,Urban
LP0002205,Male,No,0,Graduate,No,19560,7712,538.0,360.0,1.0,Urban
LP0002206,Male,Yes,2,Graduate,Yes,11839,6018,275.0,360.0,1.0,Urban
LP0002207,Female,Yes,3+,Graduate,No,17579,8531,529.0,180.0,1.0,Semiurban
LP0002208,Male,Yes,0,Graduate,No,22275,9200,501.0,360.0,,Urban
LP0002209,Male,Yes,0,Graduate,No,5278,801,179.0,360.0,1.0,Rural
LP0002210,Male,Yes,0,Graduate,No,16820,3149,73.0,360.0,1.0,Urban
LP0002211,Male,Yes,0,Graduate,No,2960,7603,271.0,360.0,1.0,Rural
LP0002212,Male,Yes,2,Graduate,No,4254,961,304.0,360.0,1.0,Urban
LP0002213,nan,Yes,0,Graduate,No,7270,8433,211.0,360.0,0.0,Rural
LP0002214,nan,No,0,Not Graduate,No,10469,1946,129.0,240.0,1.0,Rural
LP0002215,Male,No,1,Graduate,No,3063,1479,,360.0,1.0,Semiurban
LP0002216,Male,No,3+,Graduate,No,6738,2419,526.0,360.0,1.0,Rural
LP0002217,Male,Yes,0,Graduate,No,19156,8797,80.0,360.0,1.0,Urban
LP0002218,Male,No,2,Not Graduate,No,23010,5296,153.0,360.0,0.0,Semiurban
LP0002219,Male,No,3+,Graduate,No,7032,9518,477.0,360.0,,Urban
LP0002220,Male,No,0,Not Graduate,No,22940,1940,53.0,360.0,0.0,Semiurban
LP0002221,Male,Yes,2,Graduate,No,17295,3270,428.0,360.0,1.0,Urban
LP0002222,Male,No,2,Graduate,No,2975,9427,434.0,360.0,1.0,Semiurban
LP0002223,Male,Yes,0,Graduate,No,12306,7536,259.0,360.0,,Urban
LP0002224,Male,Yes,0,Graduate,No,23902,7059,430.0,360.0,,Semiurban
LP0002225,Female,Yes,1,Graduate,No,8687,9732,392.0,360.0,1.0,Semiurban
LP0002226,Male,No,0,Graduate,No,3415,4254,390.0,360.0,1.0,Rural
LP0002227,Male,No,0,Graduate,No,9694,4663,511.0,360.0,1.0,Rural
LP0002228,Male,Yes,0,Graduate,No,18296,193,226.0,360.0,,Urban
LP0002229,Male,Yes,1,Not Graduate,No,21999,5187,56.0,360.0,1.0,Rural
LP0002230,Male,Yes,0,Graduate,No,5591,1505,473.0,360.0,1.0,Rural
LP0002231,Male,Yes,0,Graduate,No,6040,5395,70.0,180.0,0.0,Rural
LP0002232,nan,Yes,0,Graduate,No,16062,9836,218.0,360.0,1.0,Semiurban
LP0002233,Male,Yes,1,Graduate,No,19253,6962,504.0,,1.0,Rural
LP0002234,Male,No,0,Graduate,No,8320,751,359.0,360.0,1.0,Urban
LP0002235,Male,Yes,0,Graduate,No,4911,2979,199.0,360.0,1.0,Rural
LP0002236,Female,Yes,0,Graduate,No,23054,820,421.0,360.0,1.0,Rural
LP0002237,Male,No,0,Not Graduate,No,12112,5813,528.0,360.0,0.0,Rural
LP0002238,Female,No,0,Graduate,No,16889,9205,541.0,360.0,1.0,Rural
LP0002239,Male,No,1,Not Graduate,Yes,10169,2781,329.0,360.0,1.0,Rural
LP0002240,nan,Yes,2,Not Graduate,Yes,3791,4075,412.0,360.0,1.0,Semiurban
LP0002241,Male,No,1,Graduate,No,23560,5274,527.0,360.0,1.0,Urban
LP0002242,Male,Yes,0,Graduate,No,22706,8705,155.0,360.0,0.0,Urban
LP0002243,Female,No,0,Not Graduate,Yes,13631,7770,538.0,360.0,1.0,Urban
LP0002244,Female,No,3+,Graduate,No,14195,7636,498.0,360.0,0.0,Semiurban
LP0002245,Male,No,0,Graduate,No,9082,6818,177.0,240.0,1.0,Rural
LP0002246,Male,Yes,1,Graduate,Yes,8690,8509,265.0,360.0,1.0,Semiurban
LP0002247,Male,Yes,3+,Graduate,No,19984,4423,480.0,360.0,0.0,Urban
LP0002248,Male,No,2,Graduate,No,6661,2106,464.0,360.0,0.0,Urban
LP0002249,Male,No,0,Graduate,Yes,13379,7871,237.0,360.0,,Rural
LP0002250,nan,Yes,0,Graduate,No,17021,3931,383.0,180.0,1.0,Urban
LP0002251,Male,No,0,Not Graduate,No,6448,936,321.0,360.0,1.0,Urban
LP0002252,Male,Yes,1,Graduate,No,2850,4477,164.0,360.0,1.0,Rural
LP0002253,Male,Yes,1,Graduate,Yes,16244,2382,178.0,240.0,1.0,Urban
LP0002254,Male,No,2,Graduate,No,18256,3913,155.0,360.0,1.0,Urban
LP0002255,Female,Yes,0,Graduate,No,8198,9520,341.0,360.0,1.0,Semiurban
LP0002256,Male,Yes,2,Graduate,No,19373,786,156.0,480.0,1.0,Semiurban
LP0002257,Male,No,2,Graduate,No,6497,4840,382.0,360.0,0.0,Urban
LP0002258,Male,Yes,0,Not Graduate,No,13329,8465,277.0,360.0,1.0,Urban
LP0002259,Male,Yes,0,Graduate,No,4367,8866,262.0,360.0,,Urban
LP0002260,Female,No,1,Graduate,No,21449,9448,476.0,360.0,1.0,Urban
LP0002261,nan,No,0,Graduate,No,16360,1018,243.0,360.0,1.0,Rural
LP0002262,Male,Yes,0,Not Graduate,No,18906,7611,67.0,360.0,1.0,Rural
LP0002263,Male,Yes,0,Graduate,No,16915,1246,58.0,360.0,1.0,Semiurban
LP0002264,Male,Yes,2,Not Graduate,No,23107,3300,,360.0,1.0,Semiurban
LP0002265,Male,No,0,Graduate,No,11914,6067,216.0,240.0,1.0,Rural
LP0002266,Male,Yes,0,Graduate,No,14109,9137,191.0,360.0,1.0,Urban
LP0002267,Male,No,2,Not Graduate,No,10783,6155,169.0,360.0,1.0,Urban
LP0002268,Male,No,1,Not Graduate,No,23528,3600,497.0,360.0,1.0,Semiurban
LP0002269,Male,Yes,1,Not Graduate,No,12537,8410,340.0,360.0,,Urban
LP0002270,Male,Yes,0,Graduate,nan,20263,852,148.0,360.0,,Urban
LP0002271,Female,No,1,Not Graduate,No,15484,4400,427.0,360.0,1.0,Semiurban
LP0002272,Male,Yes,1,Graduate,No,15489,5807,350.0,180.0,1.0,Rural
LP0002273,Female,Yes,3+,Graduate,No,8966,3829,475.0,360.0,1.0,Urban
LP0002274,Male,No,0,Not Graduate,No,24907,3981,278.0,360.0,0.0,Semiurban
LP0002275,Male,No,0,Graduate,No,16701,182,467.0,360.0,1.0,Urban
LP0002276,Male,Yes,0,Graduate,No,12806,4584,105.0,360.0,1.0,Semiurban
LP0002277,Male,Yes,1,Graduate,nan,23647,6773,305.0,360.0,1.0,Urban
LP0002278,Male,nan,1,Graduate,nan,23095,7564,355.0,240.0,1.0,Semiurban
LP0002279,Male,No,0,Not Graduate,No,1989,4031,484.0,360.0,,Semiurban
LP0002280,Male,Yes,0,Graduate,No,20475,1247,139.0,480.0,1.0,Urban
LP0002281,Male,Yes,0,Not Graduate,No,5480,887,155.0,360.0,,Rural
